NF1NT	YF1NT	NF1HT	YF1HT
0.0013590399187846187	0.001347999812182823	0.002302535814665462	0.0012655651528438805
0.001155365324110991	0.001141563793373164	0.0022047288549822282	0.0010671227302134249
0.0017856352281631974	0.0017118817260857087	0.002624683330613612	0.0014651032012443516
0.0019518069999236247	0.0019066068469964714	0.002938837250382587	0.0016893766783811547
0.00173326319837131	0.0017198641424101112	0.0025648599275999544	0.0013435502299739503
0.0016893710884421924	0.001696168440169815	0.0025630599709777907	0.001537241214316071
0.0017014509215492763	0.001703245288255735	0.0028343391476039178	0.0016713771121594629
0.0014316418958298784	0.0013195414917993957	0.002287431830836	0.0011617043017882786
0.0013403919209848815	0.0013584417965623638	0.002379218438711562	0.001380035686100964
0.0007468813795019413	0.0007561774287700142	0.0014839859759905453	0.0006597008718072067
0.0005737613279857967	0.0005615696963346102	0.0016553452003769855	0.0007034085141324892
0.0008160287814152351	0.0008134406450355476	0.0015709931959407963	0.0006921336305706405
0.0005176999461112272	0.0005347100951870225	0.0013957992813593114	0.0006187826032535465
0.0006107945969975648	0.0006141541433679832	0.0011874515073801435	0.0005170347447544043
0.0009372184074039343	0.0009173629852925302	0.0017401779385694048	0.0009426294571316538
0.0009189672944494555	0.0009025776273247115	0.002305252519380902	0.001198452484503
0.001617087737258619	0.0016030011202266634	0.0022221694284640645	0.0013706893274914394
0.001486423184330305	0.0014831139473208753	0.0019048851493521956	0.0012656210521178608
0.0011791784148264828	0.0011690494663893322	0.0015547376870673412	0.0009391022129434899
0.000913751892187119	0.0009340600984304792	0.0020787654309951447	0.001202253635133668
0.0020066274179158373	0.001952891445852252	0.0023314636889502386	0.001598344710704057
0.001938072548306732	0.0018839005619056283	0.0023277184375935624	0.0015722676993921957
0.001997571735531073	0.001937793051950143	0.0027538553729271617	0.0017151071141943376
0.0019804050684918066	0.001887260108271851	0.0024566557029563948	0.0015205944105247046
0.0018661804920410187	0.0018563589896154799	0.002442965970758633	0.0015673206136449294
0.0021366155896289933	0.0020972680906888586	0.0027655606808986246	0.001793176040235378
0.002158980889148402	0.002102640010918376	0.0028635241585490035	0.0017983970324251485
0.0010334713672701436	0.0010368253237160673	0.0017117643376052464	0.0009321986526069093
0.002323738409277135	0.0022437689079367203	0.00323055879150329	0.001955328654197751
0.0009374364145724565	0.0008781943640144561	0.001808520390937652	0.0008853271113743354
0.0021234233609697065	0.002074522676106229	0.0028285927022387485	0.001800655363093957
0.0021374540787386935	0.0021018518311552523	0.002950028285033432	0.0017695026977046745
0.0023267234305076683	0.002237888304313981	0.0036862105434984586	0.0020698271370918255
0.0020842323799823096	0.0019391066848886826	0.002789820965806051	0.0016766651834780096
0.0014835052422285475	0.0014613691297424953	0.002395026753393175	0.0013277698649292805
0.00195503797795967	0.001912811666408297	0.0030865063624561997	0.0018070167004729278
0.0023599108294696104	0.002251086122900756	0.0033286228878468336	0.0020266561277967545
0.0009660233032858425	0.0009197331145092997	0.0015793724971104347	0.0007788557642238485
0.0007608506080695501	0.0007158740522301377	0.0017530962607862394	0.0007913436620310721
0.0005859138301490546	0.0005457893312899401	0.001142804757252122	0.0005429440582443243
0.0007995999847925052	0.000739843660912938	0.001690438764581783	0.0008421449222244687
0.0008659971424259816	0.0008502614968064444	0.001341062712277856	0.000642718672371958
0.001183918673259989	0.0011846006444106826	0.0020920918179120353	0.0011465332388299954
0.0012978134439942948	0.0012038244047325461	0.0015578345068458467	0.0008180691049211061
0.0011544373961629227	0.00122798407094688	0.001973797774315041	0.0011979717507467687
0.0010543441561742858	0.0010635060471869177	0.001594683308253624	0.0009042713753262964
0.001091383015113452	0.001075898916228375	0.0022356635132028953	0.0012290517470798766
0.0009053502313079208	0.0008879376074692418	0.0017302334577283193	0.0007434044446654725
0.0008538222805531317	0.000837812728491007	0.0023241744236232147	0.0010330185831579767
0.0009181735247589391	0.0009512714848890478	0.001966441429859241	0.0009690698137243876
0.0012396670192002703	0.0011355490314928717	0.0016680846449170833	0.0008326140960108089
0.001044729481049721	0.0010379768487600637	0.0019082782352827965	0.0010658146872022834
0.0010354166620046485	0.001028356583708035	0.0019087086596924444	0.0010568204940188352
0.0012215556544307416	0.0011834435294392882	0.0020562659732180962	0.0009494547584846618
0.0014460415488071333	0.001476545782628177	0.002323559531609432	0.0012115720441062024
0.0013326666413208418	0.001367838464518471	0.002221666334998242	0.001223400330480457
0.001312721780364768	0.0012503940898856267	0.0019356297500413302	0.0010137389235621334
0.001355753041474593	0.0013259140090331623	0.001968526472778704	0.0011411333689634877
0.0011817441915021659	0.0011802684506772008	0.002371314281370755	0.0012346416744779176
0.0011768865445933015	0.001163984992166707	0.0020233692504807222	0.0011682277470617924
